dgrp	sex	low_extreme	mediocre	high_extreme	total_nr_phenotypes	fraction_extreme
DGRP_088	F	0.046153846153846156	0.8769230769230769	0.07692307692307693	65	0.12307692307692308
DGRP_088	M	0.2054794520547945	0.6164383561643836	0.1780821917808219	73	0.3835616438356164
DGRP_088	NA	0.2682926829268293	0.4878048780487805	0.24390243902439024	41	0.5121951219512195
DGRP_091	F	0.07246376811594203	0.8405797101449275	0.08695652173913043	69	0.15942028985507245
DGRP_091	M	0.1375	0.7625	0.1	80	0.23750000000000002
DGRP_091	NA	0.19230769230769232	0.6153846153846154	0.19230769230769232	52	0.38461538461538464
DGRP_093	F	0.18309859154929578	0.5915492957746479	0.22535211267605634	71	0.4084507042253521
DGRP_093	M	0.12903225806451613	0.6935483870967742	0.1774193548387097	62	0.3064516129032258
DGRP_093	NA	0.09615384615384616	0.8653846153846154	0.038461538461538464	52	0.13461538461538464
DGRP_100	F	0.24	0.56	0.2	25	0.44
DGRP_100	M	0.09090909090909091	0.7272727272727273	0.18181818181818182	22	0.2727272727272727
DGRP_100	NA	0.14285714285714285	0.42857142857142855	0.42857142857142855	7	0.5714285714285714
DGRP_101	F	0.08108108108108109	0.5675675675675675	0.35135135135135137	74	0.43243243243243246
DGRP_101	M	0.1518987341772152	0.5949367088607594	0.25316455696202533	79	0.40506329113924056
DGRP_101	NA	0.23076923076923078	0.6153846153846154	0.15384615384615385	52	0.38461538461538464
DGRP_105	F	0.041666666666666664	0.6944444444444444	0.2638888888888889	72	0.3055555555555556
DGRP_105	M	0.057692307692307696	0.6730769230769231	0.2692307692307692	52	0.3269230769230769
DGRP_105	NA	0.2553191489361702	0.7021276595744681	0.0425531914893617	47	0.2978723404255319
DGRP_109	F	0.1	0.5428571428571428	0.35714285714285715	70	0.4571428571428572
DGRP_109	M	0.14864864864864866	0.7027027027027027	0.14864864864864866	74	0.2972972972972973
DGRP_109	NA	0.6341463414634146	0.24390243902439024	0.12195121951219512	41	0.7560975609756098
DGRP_110	F	0.25	0.75	NA	4	0.25
DGRP_110	M	0.25	0.75	NA	4	0.25
DGRP_113	F	NA	1	NA	4	0
DGRP_113	M	0.25	0.75	NA	4	0.25
DGRP_129	F	0.1780821917808219	0.7671232876712328	0.0547945205479452	73	0.2328767123287671
DGRP_129	M	0.1774193548387097	0.6129032258064516	0.20967741935483872	62	0.3870967741935484
DGRP_129	NA	0.3269230769230769	0.5961538461538461	0.07692307692307693	52	0.40384615384615385
DGRP_136	F	0.04054054054054054	0.6756756756756757	0.28378378378378377	74	0.32432432432432434
DGRP_136	M	0.024691358024691357	0.6419753086419753	0.3333333333333333	81	0.35802469135802467
DGRP_136	NA	0.04878048780487805	0.8292682926829268	0.12195121951219512	41	0.17073170731707316
DGRP_138	F	0.16901408450704225	0.7183098591549296	0.11267605633802817	71	0.28169014084507044
DGRP_138	M	0.22784810126582278	0.6455696202531646	0.12658227848101267	79	0.35443037974683544
DGRP_138	NA	0.20833333333333334	0.6458333333333334	0.14583333333333334	48	0.3541666666666667
DGRP_142	F	0.11594202898550725	0.7536231884057971	0.13043478260869565	69	0.24637681159420288
DGRP_142	M	0.13333333333333333	0.6933333333333334	0.17333333333333334	75	0.30666666666666664
DGRP_142	NA	0.1346153846153846	0.7115384615384616	0.15384615384615385	52	0.28846153846153844
DGRP_149	F	0.15873015873015872	0.7777777777777778	0.06349206349206349	63	0.2222222222222222
DGRP_149	M	0.07246376811594203	0.7391304347826086	0.18840579710144928	69	0.2608695652173913
DGRP_149	NA	0.3076923076923077	0.5769230769230769	0.11538461538461539	52	0.42307692307692313
DGRP_153	F	0.07462686567164178	0.8208955223880597	0.1044776119402985	67	0.1791044776119403
